participant_id,session_date,exercise,load_kg,load_percent_1rm,rep_number,mean_concentric_velocity,peak_velocity,duration_concentric,range_of_motion,peak_force,mean_power,rate_of_force_development,technique_rating,data_quality,measurement_device,sampling_rate,calibration_status
P001,2025-07-12T17:54:25.121088,bench,69.6777271741891,90,2,0.32328316021710085,0.4150500928381944,1.0748767409534137,0.6082030816373933,683.5385035787951,220.976487567021,2119.7422846595346,7.710427119813241,0.9620926145450226,Linear Position Transducer,1000,passed
P001,2025-07-13T17:54:25.121106,bench,69.6777271741891,90,3,0.3132847119629637,0.39752336184418746,1.2519765588496847,0.7125458297421848,683.5385035787951,214.14216320927807,1819.8916445284192,6.710439431297535,0.9923330571119153,Linear Position Transducer,1000,passed
P001,2025-07-13T17:54:25.121126,bench,73.5487120171996,95,1,0.20070853173352815,0.2480206577455803,1.41305849376919,0.7183198229195922,721.5128648887281,144.8137877386681,1702.0122617480752,9.03087508586037,0.9550735771433015,Linear Position Transducer,1000,passed
P001,2025-07-20T17:54:25.121144,bench,73.5487120171996,95,2,0.1946872757815223,0.2450609828679678,0.9566290215281521,0.7339477913856692,721.5128648887281,140.46937410650807,2514.081037517061,8.66008452921136,0.9587962626338672,Linear Position Transducer,1000,passed
P001,2025-07-21T17:54:25.121162,bench,73.5487120171996,95,3,0.18866601982951645,0.23578670776610344,1.1233353387468192,0.6129978511838599,721.5128648887281,136.124960474348,2140.983907481685,6.710002116536441,0.9924611705247088,Linear Position Transducer,1000,passed
P001,2025-07-23T17:54:25.121183,deadlift,59.24820971566443,50,1,1.0272351499513817,1.3814665586373898,1.1509223767994259,0.5897011068514009,581.2249373106681,597.0546856338066,1683.3597962444217,7.7883884562995815,0.9989446429137504,Linear Position Transducer,1000,passed
P001,2025-07-28T17:54:25.121202,deadlift,59.24820971566443,50,2,0.9964180954528402,1.2048782127962452,1.3821024436989335,0.6476219713850088,581.2249373106681,579.1430450647923,1401.7893293908817,6.95089903201232,0.9788451942313179,Linear Position Transducer,1000,passed
P001,2025-07-26T17:54:25.121222,deadlift,59.24820971566443,50,3,0.9656010409542987,1.1660908356325719,0.9187189465636902,0.6472376275124153,581.2249373106681,561.2314044957781,2108.823884550111,7.729587499147099,0.9884277007153155,Linear Position Transducer,1000,passed
P001,2025-07-24T17:54:25.121242,deadlift,82.94749360193019,70,1,0.7251027784633219,0.8417264580854578,1.151373107918597,0.6761778709092693,813.7149122349352,590.0269437385897,2355.781129617008,8.505260241338025,0.9964159281293863,Linear Position Transducer,1000,passed
P001,2025-07-06T17:54:25.121261,deadlift,82.94749360193019,70,2,0.7033496951094222,0.8958296958346833,1.1854342174686254,0.5822565025545277,813.7149122349352,572.326135426432,2288.092414419365,6.888122220251308,0.9634237428445078,Linear Position Transducer,1000,passed
P001,2025-07-26T17:54:25.121282,deadlift,82.94749360193019,70,3,0.6815966117555226,0.772996391505259,1.1463963296314255,0.7377063831632871,813.7149122349352,554.6253271142742,2366.0081340762563,7.831671180743328,0.9785030585044683,Linear Position Transducer,1000,passed
P001,2025-07-18T17:54:25.121303,deadlift,100.72195651662953,85,1,0.4465419271143591,0.5401161969731813,1.4114847017724752,0.6541088687583708,988.0823934281358,441.22021610916806,2333.43512257542,8.497957726128362,0.9854455498455059,Linear Position Transducer,1000,passed
P001,2025-07-05T17:54:25.121320,deadlift,100.72195651662953,85,2,0.4331456693009283,0.5645230507257049,0.8396224061986879,0.6874173661998494,988.0823934281358,427.98360962589305,3922.725208115025,6.558852844727478,0.9956620276278235,Linear Position Transducer,1000,passed
P001,2025-07-15T17:54:25.121338,deadlift,100.72195651662953,85,3,0.4197494114874975,0.5139728029350692,1.3030095372612096,0.9582185192523778,988.0823934281358,414.747003142618,2527.692916980951,8.256712408554533,0.989789633471805,Linear Position Transducer,1000,passed
P001,2025-07-06T17:54:25.121357,deadlift,106.64677748819598,90,1,0.4124652392862669,0.5090796688863246,1.3517938440986534,0.5881739828369943,1046.2048871592026,431.52314912458235,2579.7939819657167,7.510545114607993,0.98360130676476,Linear Position Transducer,1000,passed
P001,2025-07-19T17:54:25.121376,deadlift,106.64677748819598,90,2,0.40009128210767886,0.481841682977071,1.1089933652024868,0.6169790709447915,1046.2048871592026,418.57745465084486,3144.6081945019278,8.176514921443458,0.9911300280329829,Linear Position Transducer,1000,passed
P001,2025-07-17T17:54:25.121396,deadlift,106.64677748819598,90,3,0.38771732492909083,0.4673327459947906,1.1330365505210531,0.7748304112906303,1046.2048871592026,405.63176017710737,3077.8791930942302,7.802840800056865,0.9982625915195384,Linear Position Transducer,1000,passed
P001,2025-07-13T17:54:25.121419,deadlift,112.57159845976241,95,1,0.3338397441871195,0.4147752514323085,1.125095688181906,0.5467027109491054,1104.3273808902693,368.66837033523916,3271.802841572236,6.987592507354129,0.9987926039731267,Linear Position Transducer,1000,passed
P001,2025-07-01T17:54:25.121440,deadlift,112.57159845976241,95,2,0.3238245518615059,0.411618468057673,0.7949714826684785,0.6649163451815542,1104.3273808902693,357.60831922518196,4630.46958273009,7.070570828185289,0.9872021321499558,Linear Position Transducer,1000,passed
P001,2025-07-17T17:54:25.121459,deadlift,112.57159845976241,95,3,0.3138093595358923,0.40563677736183773,1.0534615597392312,0.603737846882869,1104.3273808902693,346.54826811512476,3494.281528929666,7.491426094145414,0.9704476472207134,Linear Position Transducer,1000,passed
P002,2025-07-13T17:54:25.121501,squat,53.3303184422153,50,1,1.2211577770112305,1.6560215984647657,1.4064930521102292,0.5284504027236789,523.1704239181321,638.8736318698893,1239.8933719892757,8.112612741706998,0.9579323223821246,Linear Position Transducer,1000,passed
P002,2025-07-25T17:54:25.121526,squat,53.3303184422153,50,2,1.1845230437008936,1.460553260376827,1.0369458126956153,0.7059273905487992,523.1704239181321,619.7074229137926,1681.7671586204133,8.979917306968805,0.9586600934955007,Linear Position Transducer,1000,passed
P002,2025-07-27T17:54:25.121548,squat,53.3303184422153,50,3,1.1478883103905566,1.320360734604726,0.939961431681312,0.7734454121487268,523.1704239181321,600.5412139576958,1855.2903920122749,9.558611045720989,0.9630446811670856,Linear Position Transducer,1000,passed
P002,2025-07-09T17:54:25.121574,squat,74.66244581910142,70,1,1.139133856468655,1.4287109963988054,1.3945265733797583,0.7735579870966234,732.438593485385,834.3455996234842,1750.7461133333,8.375254505121617,0.9787737088937939,Linear Position Transducer,1000,passed
P002,2025-07-24T17:54:25.121598,squat,74.66244581910142,70,2,1.1049598407745953,1.4323722891235688,1.5172033632290705,0.5509747600938522,732.438593485385,809.3152316347796,1609.1857146219625,9.806426699725012,0.9812969835050787,Linear Position Transducer,1000,passed
P002,2025-07-17T17:54:25.121619,squat,74.66244581910142,70,3,1.0707858250805358,1.233968884098602,1.3002853514052162,0.7348510863057128,732.438593485385,784.2848636460751,1877.6355325745483,7.5648201381466516,0.9550389000688713,Linear Position Transducer,1000,passed
P002,2025-07-03T17:54:25.121638,squat,90.661541351766,85,1,0.5527270439510518,0.6774655776957619,1.241519652257144,0.7207992373749332,889.3897206608245,491.5897512213092,2387.9061413268014,7.428376201084026,0.967031228473212,Linear Position Transducer,1000,passed
P002,2025-07-18T17:54:25.121656,squat,90.661541351766,85,2,0.5361452326325202,0.6694196393408399,0.8567151108112057,0.566563088511772,889.3897206608245,476.84205868466995,3460.464703833226,8.861177334655238,0.9938736006763527,Linear Position Transducer,1000,passed
P002,2025-07-20T17:54:25.121674,squat,90.661541351766,85,3,0.5195634213139886,0.6705709478185111,1.3259257683847223,0.5836803991262343,889.3897206608245,462.0943661480306,2235.8962114555943,7.351855167842424,0.9784260141874979,Linear Position Transducer,1000,passed
P002,2025-07-24T17:54:25.121693,squat,95.99457319598754,90,1,0.653927543545651,0.8346718226888005,1.1264474434693945,0.6061821213632537,941.7067630526378,615.8079903033379,2786.656902376893,8.534940516295,0.961929842989517,Linear Position Transducer,1000,passed
P002,2025-07-12T17:54:25.121711,squat,95.99457319598754,90,2,0.6343097172392814,0.8001493121397137,1.4288743070949366,0.7186291727030774,941.7067630526378,597.3337505942377,2196.850015373838,7.198513704369477,0.9752626186223928,Linear Position Transducer,1000,passed
P002,2025-07-17T17:54:25.121728,squat,95.99457319598754,90,3,0.6146918909329119,0.727118813297423,1.095362381282578,0.7259314390224799,941.7067630526378,578.8595108851375,2865.7388615384616,7.508620161704196,0.9979270748441599,Linear Position Transducer,1000,passed
P002,2025-07-09T17:54:25.121749,squat,101.32760504020906,95,1,0.5280864663921805,0.6492482332561309,1.3968047089126179,0.658285446755388,994.023805444451,524.9305189268684,2372.1373959243424,7.8141088113305,0.9786718944061643,Linear Position Transducer,1000,passed
P002,2025-07-02T17:54:25.121769,squat,101.32760504020906,95,2,0.512243872400415,0.6193484139376374,1.618477455137092,0.5695186094800239,994.023805444451,509.18260335906234,2047.2405558063065,6.628649109769814,0.9606363947512114,Linear Position Transducer,1000,passed
P002,2025-07-23T17:54:25.121789,squat,101.32760504020906,95,3,0.4964012784086496,0.6655169183544785,1.2809165790235049,0.6572058069585329,994.023805444451,493.4346877912563,2586.751345931354,7.666184348640383,0.9542053403057499,Linear Position Transducer,1000,passed
P002,2025-07-22T17:54:25.121808,bench,38.2602200751971,50,1,0.8958633936572498,1.1289591080909238,1.3118218405229054,0.7198033273144384,375.33275893768354,336.24687917265163,953.7188342284653,9.423483470727138,0.9993000531911436,Linear Position Transducer,1000,passed
P002,2025-07-03T17:54:25.121826,bench,38.2602200751971,50,2,0.8689874918475322,1.065492427174091,1.0671545113391154,0.7588089092998538,375.33275893768354,326.15947279747206,1172.3786791558373,6.870339252022289,0.9665126264509549,Linear Position Transducer,1000,passed
P002,2025-07-09T17:54:25.121843,bench,38.2602200751971,50,3,0.8421115900378148,1.1187466065561928,0.882707276314733,0.6162258260039203,375.33275893768354,316.0720664222925,1417.354574986937,9.65499776774861,0.9559408958134036,Linear Position Transducer,1000,passed
P002,2025-06-29T17:54:25.121862,bench,53.564308105275934,70,1,0.48600321397316704,0.615346130343114,1.0345538112895354,0.6915477211392937,525.465862512757,255.3780980143822,1693.0514932415877,9.326191130402062,0.9700111446436012,Linear Position Transducer,1000,passed
P002,2025-07-03T17:54:25.121880,bench,53.564308105275934,70,2,0.47142311755397204,0.5693156898037185,1.190950075252136,0.4448526414831445,525.465862512757,247.71675507395074,1470.7189759165194,9.014180706635065,0.9506077237344908,Linear Position Transducer,1000,passed
P002,2025-07-11T17:54:25.121899,bench,53.564308105275934,70,3,0.456843021134777,0.5726447931029158,1.396700861271693,0.6878901910182051,525.465862512757,240.05541213351927,1254.0644339889204,8.143480462350857,0.9583107715954626,Linear Position Transducer,1000,passed
P002,2025-07-05T17:54:25.121918,bench,65.04237412783506,85,1,0.36219193401764027,0.4352259263582621,1.4873509345099105,0.5938640018393736,638.065690194062,231.1022463616878,1429.9823831966232,7.685373393026336,0.9810066298900768,Linear Position Transducer,1000,passed
P002,2025-07-11T17:54:25.121937,bench,65.04237412783506,85,2,0.3513261759971111,0.42860731269891983,1.0320556315638447,0.6020485883644783,638.065690194062,224.16917897083718,2060.824599888474,6.1008834205521545,0.9632968962482119,Linear Position Transducer,1000,passed
P002,2025-07-20T17:54:25.121957,bench,65.04237412783506,85,3,0.34046041797658183,0.41662558374899133,0.9348779448994824,0.5883035630734629,638.065690194062,217.2361115799865,2275.0409778988724,7.404085257947775,0.9654763808143163,Linear Position Transducer,1000,passed
P002,2025-07-27T17:54:25.121977,bench,68.86839613535477,90,1,0.3151177978121273,0.40289933572714004,1.394104764002642,0.7093570413223572,675.5989660878304,212.89325839774716,1615.3711053682573,8.881326900343703,0.9541374210017652,Linear Position Transducer,1000,passed
P002,2025-07-07T17:54:25.121994,bench,68.86839613535477,90,2,0.30566426387776346,0.3842513116861919,1.407431692988925,0.6252205517213916,675.5989660878304,206.50646064581474,1600.0752042492352,6.764146374263193,0.9905276665390916,Linear Position Transducer,1000,passed
P002,2025-07-26T17:54:25.122021,bench,68.86839613535477,90,3,0.29621072994339964,0.344890970961587,1.4707744748330827,0.6408368123797906,675.5989660878304,200.11966289388235,1531.1637454693243,8.69025304957877,0.9566926059400316,Linear Position Transducer,1000,passed
P002,2025-07-19T17:54:25.122043,bench,72.69441814287448,95,1,0.24830111699337523,0.33410814306482894,1.263907515773743,0.6654622449479509,713.1322419815987,177.0715322480209,1880.7606123117089,8.876914355121308,0.9924823695338706,Linear Position Transducer,1000,passed
P002,2025-07-12T17:54:25.122060,bench,72.69441814287448,95,2,0.24085208348357398,0.3083033590919359,1.1373952583567117,0.5220701221970014,713.1322419815987,171.7593862805803,2089.957256113761,6.505127907566514,0.9878499566086114,Linear Position Transducer,1000,passed
P002,2025-07-11T17:54:25.122079,bench,72.69441814287448,95,3,0.2334030499737727,0.2980030835514253,1.1996728066711804,0.6159174129148465,713.1322419815987,166.44724031313964,1981.4631623333441,8.620370598922896,0.992609075015927,Linear Position Transducer,1000,passed
P002,2025-07-13T17:54:25.122098,deadlift,44.41857226483759,50,1,0.9247262879950882,1.2511892489473453,1.551068168488641,0.6300828681216741,435.7461939180568,402.94596040983254,936.4432476720165,9.277256760763484,0.9740022983509238,Linear Position Transducer,1000,passed
P002,2025-07-22T17:54:25.122116,deadlift,44.41857226483759,50,2,0.8969844993552355,1.183875733641836,1.1220179217980444,0.7419698463066466,435.7461939180568,390.85758159753755,1294.5312947698417,8.920169370152758,0.9568185737793384,Linear Position Transducer,1000,passed
P002,2025-07-09T17:54:25.122135,deadlift,44.41857226483759,50,3,0.8692427107153828,1.0113259469631521,1.488867758396362,0.7208850848196923,435.7461939180568,378.76920278524256,975.5650257512746,8.390337743166517,0.9773723153449556,Linear Position Transducer,1000,passed
P002,2025-07-19T17:54:25.122157,deadlift,62.18600117077263,70,1,0.7164495717894128,0.8918516121156592,1.2440148657607242,0.4992893208612885,610.0446714852795,437.0662436580415,1634.6124907766082,8.874902787701876,0.9963293812580747,Linear Position Transducer,1000,passed
P002,2025-07-08T17:54:25.122174,deadlift,62.18600117077263,70,2,0.6949560846357304,0.8911329023232639,0.8593235121289691,0.6455561840882705,610.0446714852795,423.9542563483003,2366.375654317109,8.407252359151446,0.9673706704112707,Linear Position Transducer,1000,passed
P002,2025-07-06T17:54:25.122191,deadlift,62.18600117077263,70,3,0.6734625974820481,0.8407273123537867,1.275117613598329,0.54027284962215,610.0446714852795,410.84226903855904,1594.7409216204476,8.48807528929062,0.9564022919478886,Linear Position Transducer,1000,passed
P002,2025-07-26T17:54:25.122210,deadlift,75.5115728502239,85,1,0.32695991136224134,0.39069662794298615,1.2975346549846587,0.7097894425289442,740.7685296606965,242.20161279779916,1903.0154013354781,7.567446153575165,0.9757618027432106,Linear Position Transducer,1000,passed
P002,2025-07-11T17:54:25.122228,deadlift,75.5115728502239,85,2,0.3171511140213741,0.3976448285553316,1.2705919951077804,0.69928853232158,740.7685296606965,234.93556441386517,1943.3684784019629,7.377020811600237,0.9639295169515979,Linear Position Transducer,1000,passed
P002,2025-07-15T17:54:25.122245,deadlift,75.5115728502239,85,3,0.3073423166805068,0.3825331479114544,0.9929515355161251,0.6057080555722254,740.7685296606965,227.66951602993117,2486.756245277212,6.841697685928921,0.9665049756655077,Linear Position Transducer,1000,passed
P002,2025-07-13T17:54:25.122264,deadlift,79.95343007670768,90,1,0.33576462472440705,0.41511235726308127,1.59285059339898,0.6342222663317181,784.3431490525023,263.3546830967731,1641.3825467015802,6.719157596641518,0.9530538979927431,Linear Position Transducer,1000,passed
P002,2025-07-14T17:54:25.122281,deadlift,79.95343007670768,90,2,0.32569168598267484,0.40779310903319277,1.370270852920102,0.6003709021971558,784.3431490525023,255.4540426038699,1908.00027449813,7.110870262193883,0.9768295322993666,Linear Position Transducer,1000,passed
P002,2025-07-27T17:54:25.122299,deadlift,79.95343007670768,90,3,0.31561874724094263,0.4036685567130671,1.1929606123075032,0.6545247159671335,784.3431490525023,247.55340211096672,2191.587162673583,7.853672304506119,0.9873735469066878,Linear Position Transducer,1000,passed
P002,2025-07-16T17:54:25.122318,deadlift,84.39528730319142,95,1,0.34736700303377777,0.44422259700896916,1.2622500309087072,0.8963104646764191,827.9177684443079,287.5913139829124,2186.354388779538,8.495659929147662,0.9933607490537362,Linear Position Transducer,1000,passed
P002,2025-07-01T17:54:25.122337,deadlift,84.39528730319142,95,2,0.33694599294276445,0.4014750518560407,0.8681816823224686,0.6734932818887572,827.9177684443079,278.963574563425,3178.7423658050816,7.2089841412355735,0.9510035598888863,Linear Position Transducer,1000,passed
P002,2025-07-12T17:54:25.122354,deadlift,84.39528730319142,95,3,0.3265249828517511,0.39082979041348437,1.069125330777397,0.5881420023637742,827.9177684443079,270.33583514393763,2581.293151858698,7.3193686038617045,0.967146343213913,Linear Position Transducer,1000,passed
P003,2025-07-02T17:54:25.122387,squat,57.01253175502518,50,1,1.295285278473405,1.747737260493044,0.8953847522239293,0.5591307601994202,559.292936516797,724.4439070243678,2082.132606970141,8.680797819275224,0.9678048362948923,Linear Position Transducer,1000,passed
P003,2025-07-23T17:54:25.122406,squat,57.01253175502518,50,2,1.2564267201192028,1.6232874561053199,1.2055381863232426,0.6601892382829725,559.292936516797,702.7105898136367,1546.454363320718,8.210861728458418,0.9682678409837029,Linear Position Transducer,1000,passed
P003,2025-07-18T17:54:25.122423,squat,57.01253175502518,50,3,1.2175681617650007,1.5074411056603032,1.4377602015304412,0.6466953255535381,559.292936516797,680.9772726029057,1296.676446047704,8.639173063335656,0.993275356294699,Linear Position Transducer,1000,passed
P003,2025-07-04T17:54:25.122443,squat,79.81754445703524,70,1,0.9137703781433314,1.1158611448373814,1.351078245165151,0.6900733750099505,783.0101111235157,715.4914453313869,1931.8153579077214,7.3179558041611585,0.9859228635418277,Linear Position Transducer,1000,passed
P003,2025-07-03T17:54:25.122461,squat,79.81754445703524,70,2,0.8863572667990315,1.0305604341725658,1.7233399893203187,0.6155366089661907,783.0101111235157,694.0267019714453,1514.5204776304433,8.495653281713988,0.9661839618202122,Linear Position Transducer,1000,passed
P003,2025-07-03T17:54:25.122478,squat,79.81754445703524,70,3,0.8589441554547315,1.0856949913456542,0.6518090311080597,0.6133104578445601,783.0101111235157,672.5619586115037,4004.2920229381575,7.854626880542546,0.988388975072142,Linear Position Transducer,1000,passed
P003,2025-07-05T17:54:25.122497,squat,96.9213039835428,85,1,0.6179589318701211,0.7453913718856164,1.160407406259737,0.6881462475459288,950.7979920785549,587.5541116091197,2731.218900504373,6.4163359255926835,0.9567207338469487,Linear Position Transducer,1000,passed
P003,2025-07-12T17:54:25.122515,squat,96.9213039835428,85,2,0.5994201639140174,0.7864906241539784,1.401258561842888,0.6038486504381482,950.7979920785549,569.927488260846,2261.771472135491,8.468553689652113,0.955834803207084,Linear Position Transducer,1000,passed
P003,2025-07-24T17:54:25.122534,squat,96.9213039835428,85,3,0.5808813959579138,0.6932904602095552,1.6779756544436648,0.601646841749463,950.7979920785549,552.3008649125724,1888.7798710718746,7.629434298475869,0.9915309703893864,Linear Position Transducer,1000,passed
P003,2025-06-30T17:54:25.122553,squat,102.62255715904533,90,1,0.5584909167608523,0.7028532591330825,1.2178787838291298,0.6890435263503,1006.7272857302347,562.2480447356432,2755.411838729921,8.964107276060162,0.9569886188313145,Linear Position Transducer,1000,passed
P003,2025-07-24T17:54:25.122570,squat,102.62255715904533,90,2,0.5417361892580267,0.6610666935297554,1.3176657036921284,0.6245217191479728,1006.7272857302347,545.3806033935739,2546.7442991783696,7.444754383146925,0.96178458730325,Linear Position Transducer,1000,passed
P003,2025-07-11T17:54:25.122587,squat,102.62255715904533,90,3,0.5249814617552011,0.6757132181386759,1.2486913021399775,0.7156196591589005,1006.7272857302347,528.5131620515047,2687.4197116210908,6.334178275497921,0.9908299719735788,Linear Position Transducer,1000,passed
P003,2025-07-04T17:54:25.122608,squat,108.32381033454783,95,1,0.361848601717977,0.43407202104664644,0.8258416157948287,0.6218789212766953,1062.6565793819143,384.5207973557541,4289.186364785633,7.614734703351641,0.9677681225909198,Linear Position Transducer,1000,passed
P003,2025-07-26T17:54:25.122625,squat,108.32381033454783,95,2,0.3509931436664377,0.46816232970280786,1.337366358108529,0.4628325597988091,1062.6565793819143,372.9851734350815,2648.6299557807934,5.768750994453602,0.9813854026535709,Linear Position Transducer,1000,passed
P003,2025-07-09T17:54:25.122642,squat,108.32381033454783,95,3,0.3401376856148984,0.44953416122299733,1.0250386572510597,0.6179701701465958,1062.6565793819143,361.4495495144089,3455.66342584496,8.007502493068884,0.9870730455569523,Linear Position Transducer,1000,passed
P003,2025-07-25T17:54:25.122662,bench,39.13829731733196,50,1,1.0864468880632776,1.4030458492027507,1.401978992209932,0.6102512773861903,383.9466966830266,417.1376937934494,912.8684020146253,8.810275905224373,0.9784944842435658,Linear Position Transducer,1000,passed
P003,2025-07-14T17:54:25.122679,bench,39.13829731733196,50,2,1.0538534814213794,1.3425555796213964,1.2667324210573896,0.733003195540632,383.9466966830266,404.6235629796459,1010.3335961105654,8.091986880916203,0.9923226145867259,Linear Position Transducer,1000,passed
P003,2025-07-14T17:54:25.122696,bench,39.13829731733196,50,3,1.0212600747794809,1.2627944686444104,1.0042472568435385,0.6144565391939111,383.9466966830266,392.1094321658424,1274.4095774773436,8.801840394435882,0.9704477588542746,Linear Position Transducer,1000,passed
